,article_name,authors,url,volume,journal,journal_url,scrape_time
428,Food Price Changes and Household Welfare: What Do We Learn from Two Different Approaches?,Luca Tiberti & Marco Tiberti,https://ideas.repec.org/a/taf/jdevst/v54y2018i1p72-92.html,"January 2018, Volume 54, Issue 1","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html,2020-03-09 15:06:35
429,Labour Migration and Health of Left-Behind Children in China,Lianlian Lei & Feng Liu & Elaine Hill,https://ideas.repec.org/a/taf/jdevst/v54y2018i1p93-110.html,"January 2018, Volume 54, Issue 1","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html,2020-03-09 15:06:35
430,"Jobs Off the Farm: Wealth, Human Capital, and Social Group in Rural Eastern India",Maki Nakajima & Keijiro Otsuka & Takashi Yamano,https://ideas.repec.org/a/taf/jdevst/v54y2018i1p111-132.html,"January 2018, Volume 54, Issue 1","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html,2020-03-09 15:06:35
431,Citizens by Design? Explaining Ex-Combatant Satisfaction with Reintegration Programming,Ben Oppenheim & Johanna SÃ¶derstrÃ¶m,https://ideas.repec.org/a/taf/jdevst/v54y2018i1p133-152.html,"January 2018, Volume 54, Issue 1","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html,2020-03-09 15:06:35
432,A Vaccination for Education: Early Childhood Development Programme and the Education of Older Girls in Rural India,Monica JAIN,https://ideas.repec.org/a/taf/jdevst/v54y2018i1p153-173.html,"January 2018, Volume 54, Issue 1","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html,2020-03-09 15:06:35
433,Social Networks and Factor Markets: Panel Data Evidence from Ethiopia,Kibrom A. Abay & Goytom A. Kahsay & Guush Berhane,https://ideas.repec.org/a/taf/jdevst/v54y2018i1p174-190.html,"January 2018, Volume 54, Issue 1","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html,2020-03-09 15:06:35
434,The Electoral Dynamics of Human Development,VÃ­tor Castro & Rodrigo Martins,https://ideas.repec.org/a/taf/jdevst/v54y2018i1p191-211.html,"January 2018, Volume 54, Issue 1","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html,2020-03-09 15:06:35
435,Inequality is Bad for Growth of the Poor (but Not for That of the Rich),Roy van der Weide & Branko Milanovic,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p507-530..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
436,Retooling Poverty Targeting Using Out-of-Sample Validation and Machine Learning,Linden McBride & Austin Nichols,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p531-550..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
437,Preferential Resource Spending under an Employment Guarantee: The Political Economy of MGNREGS in Andhra Pradesh,Megan Sheahan & Yanyan Liu & Christopher B Barrett & Sudha Narayanan,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p551-569..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
438,Better Knowledge Need Not Affect Behavior: A Randomized Evaluation of the Demand for Lottery Tickets in Rural Thailand,Juliane Zenker & Andreas Wagener & Sebastian Vollmer,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p570-583..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
439,Dictators Walking the Mogadishu Line: How Men Become Monsters and Monsters Become Men,Shaun Larcom & Mare Sarr & Tim Willems,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p584-609..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
440,Why Is China Investing in Africa? Evidence from the Firm Level,Wenjie Chen & David Dollar & Heiwai Tang,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p610-632..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
441,Does Improved Local Supply of Schooling Enhance Intergenerational Mobility in Education? Evidence from Jordan,Ragui Assaad & Mohamed Saleh,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p633-655..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
442,Networks and Manufacturing Firms in Africa: Results from a Randomized Field Experiment,Marcel Fafchamps & Simon Quinn,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p656-675..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
443,Food Prices and Poverty,Derek D Headey,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p676-691..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
444,Dynamics of Demand for Rainfall Index Insurance: Evidence from a Commercial Product in India,Daniel Stein,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p692-708..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
445,Evolving Wage Cyclicality in Latin America,Luca Gambetti & Julián Messina,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p709-726..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
446,Shoeing the Children: The Impact of the TOMS Shoe Donation Program in Rural El Salvador,Bruce Wydick & Elizabeth Katz & Flor Calvo & Felipe Gutierrez & Brendan Janet,https://ideas.repec.org/a/oup/wbecrv/v32y2018i3p727-751..html," 2018, Volume 32, Issue 3","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
447,The Microfinance Business Model: Enduring Subsidy and Modest Profit,Robert Cull & Asli Demirgüç-Kunt & Jonathan Morduch,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p221-244..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
448,The Short-Run Impact of Import Bans on Poverty: The Case of Nigeria (2008–2012),Andrew Dabalen & Nga Thi Viet Nguyen,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p245-267..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
449,"Geopolitics, Aid, and Growth: The Impact of UN Security Council Membership on the Effectiveness of Aid",Axel Dreher & Vera Z Eichenauer & Kai Gehring,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p268-286..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
450,Determinants of Productivity and Structural Change in a Large Commercial Farm Environment: Evidence from Ukraine,Klaus Deininger & Denys Nizalov & Sudhir K Singh,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p287-306..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
451,Career Choices and the Evolution of the College Gender Gap,Martín A Rossi & Christian A Ruzzier,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p307-333..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
452,"Trains, Trade, and Transaction Costs: How Does Domestic Trade by Rail Affect Market Prices of Malawi Agricultural Commodities?",Wouter Zant,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p334-356..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
453,Who Benefited from Burundi’s Demobilization Program?,Olivia D’Aoust & Olivier Sterck & Philip Verwimp,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p357-382..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
454,What Type of Finance Matters for Growth? Bayesian Model Averaging Evidence,Iftekhar Hasan & Roman Horvath & Jan Mares,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p383-409..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
455,"If It Pays, It Stays: Can Agribusiness Internalize the Benefits of Malaria Control?",Richard Sedlmayr,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p410-427..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
456,Top Incomes and the Measurement of Inequality in Egypt,Vladimir Hlasny & Paolo Verme,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p428-455..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
457,Environmental Shocks and Sustainability in Microfinance: Evidence from the Great Famine of Ireland,Tyler Beck Goodspeed,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p456-481..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
458,What Is the Equity-Efficiency Tradeoff When Maintaining Wells in Rural Haiti?,Dionissi Aliprantis,https://ideas.repec.org/a/oup/wbecrv/v32y2018i2p482-504..html," 2018, Volume 32, Issue 2","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
459,Migrant Labor Markets and the Welfare of Rural Households in the Developing World: Evidence from China,Alan de Brauw & John Giles,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p1-18..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
460,The Impact of the Syrian Refugee Crisis on Firm Entry and Performance in Turkey,Yusuf Emre Akgündüz & Marcel van den Berg & Wolter Hassink,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p19-40..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
461,Inventor Diasporas and the Internationalization of Technology,Ernest Miguélez,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p41-63..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
462,The Impact of Rural Pensions in China on Labor Migration,Karen Eggleston & Ang Sun & Zhaoguo Zhan,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p64-84..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
463,When the Cat’s Away The Effects of Spousal Migration on Investments on Children,Lucia Rizzica,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p85-108..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
464,Can Parental Migration Reduce Petty Corruption in Education?,Lisa Sofie Höckel & Manuel Santos Silva & Tobias Stöhr,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p109-126..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
465,The Long-term Impacts of International Migration: Evidence from a Lottery,John Gibson & David McKenzie & Halahingano Rohorua & Steven Stillman,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p127-147..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
466,Migration and Cross-Border Financial Flows,Maurice Kugler & Oren Levintal & Hillel Rapoport,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p148-162..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
467,Heterogeneous Technology Diffusion and Ricardian Trade Patterns,William R Kerr,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p163-182..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
468,How and Why Does Immigration Affect Crime? Evidence from Malaysia,Caglar Ozden & Mauro Testaverde & Mathis Wagner,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p183-202..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
469,Migrant Remittances and Information Flows: Evidence from a Field Experiment,Catia Batista & Gaia Narciso,https://ideas.repec.org/a/oup/wbecrv/v32y2018i1p203-219..html," 2018, Volume 32, Issue 1","World Bank Economic Review, World Bank Group",https://ideas.repec.org/s/oup/wbecrv.html,2020-03-09 15:05:48
470,Mobile Money and the Economy: A Review of the Evidence,Janine Aron,https://ideas.repec.org/a/oup/wbrobs/v33y2018i2p135-188..html," 2018, Volume 33, Issue 2","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
471,"Industrial Policy, Information, and Government Capacity",William F Maloney & Gaurav Nayyar,https://ideas.repec.org/a/oup/wbrobs/v33y2018i2p189-217..html," 2018, Volume 33, Issue 2","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
472,A Mixed-Method Review of Cash Transfers and Intimate Partner Violence in Low- and Middle-Income Countries,Ana Maria Buller & Amber Peterman & Meghna Ranganathan & Alexandra Bleile & Melissa Hidrobo & Lori Heise,https://ideas.repec.org/a/oup/wbrobs/v33y2018i2p218-258..html," 2018, Volume 33, Issue 2","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
473,Myth-Busting? Confronting Six Common Perceptions about Unconditional Cash Transfers as a Poverty Reduction Strategy in Africa,Sudhanshu Handa & Silvio Daidone & Amber Peterman & Benjamin Davis & Audrey Pereira & Tia Palermo & Jennifer Yablonski,https://ideas.repec.org/a/oup/wbrobs/v33y2018i2p259-298..html," 2018, Volume 33, Issue 2","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
474,The Whys of Social Exclusion: Insights from Behavioral Economics,Karla Hoff & James Walsh,https://ideas.repec.org/a/oup/wbrobs/v33y2018i1p1-33..html," 2018, Volume 33, Issue 1","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
475,"Generalization in the Tropics – Development Policy, Randomized Controlled Trials, and External Validity",Jörg Peters & Jörg Langbein & Gareth Roberts,https://ideas.repec.org/a/oup/wbrobs/v33y2018i1p34-64..html," 2018, Volume 33, Issue 1","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
476,Privatization in Developing Countries: What Are the Lessons of Recent Experience?,Saul Estrin & Adeline Pelletier,https://ideas.repec.org/a/oup/wbrobs/v33y2018i1p65-102..html," 2018, Volume 33, Issue 1","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
477,Public-Private Partnerships in Developing Countries: The Emerging Evidence-based Critique,James Leigland,https://ideas.repec.org/a/oup/wbrobs/v33y2018i1p103-134..html," 2018, Volume 33, Issue 1","World Bank Research Observer, World Bank Group",https://ideas.repec.org/s/oup/wbrobs.html,2020-03-09 15:03:45
478,Services trade policy and sustainable development,"Fiorini, Matteo & Hoekman, Bernard",https://ideas.repec.org/a/eee/wdevel/v112y2018icp1-12.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
479,"Temperature shocks, short-term growth and poverty thresholds: Evidence from rural Tanzania","Letta, Marco & Montalbano, Pierluigi & Tol, Richard S.J.",https://ideas.repec.org/a/eee/wdevel/v112y2018icp13-32.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
480,Are economic rents good for development? Evidence from the manufacturing sector,"Schwab, Daniel & Werker, Eric",https://ideas.repec.org/a/eee/wdevel/v112y2018icp33-45.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
481,Households’ vulnerability from trade in Vietnam,"Magrini, Emiliano & Montalbano, Pierluigi & Winters, L. Alan",https://ideas.repec.org/a/eee/wdevel/v112y2018icp46-58.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
482,Structural modernisation and development traps. An empirical approach,"Lavopa, Alejandro & Szirmai, Adam",https://ideas.repec.org/a/eee/wdevel/v112y2018icp59-73.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
483,Crowdsourcing accountability: ICT for service delivery,"Grossman, Guy & Platas, Melina R. & Rodden, Jonathan",https://ideas.repec.org/a/eee/wdevel/v112y2018icp74-87.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
484,In harm's way: Climate security vulnerability in Asia,"Busby, Joshua & Smith, Todd G. & Krishnan, Nisha & Wight, Charles & Vallejo-Gutierrez, Santiago",https://ideas.repec.org/a/eee/wdevel/v112y2018icp88-118.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
485,The cyclicality of international public sector borrowing in developing countries: Does the lender matter?,"Galindo, Arturo J. & Panizza, Ugo",https://ideas.repec.org/a/eee/wdevel/v112y2018icp119-135.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
486,NGOs and international development: A review of thirty-five years of scholarship,"Brass, Jennifer N. & Longhofer, Wesley & Robinson, Rachel S. & Schnable, Allison",https://ideas.repec.org/a/eee/wdevel/v112y2018icp136-149.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
487,Mobility equity in a globalized world: Reducing inequalities in the sustainable development agenda,"Hackl, Andreas",https://ideas.repec.org/a/eee/wdevel/v112y2018icp150-162.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
488,Foods and fads: The welfare impacts of rising quinoa prices in Peru,"Bellemare, Marc F. & Fajardo-Gonzalez, Johanna & Gitter, Seth R.",https://ideas.repec.org/a/eee/wdevel/v112y2018icp163-179.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
489,Micro(soft) managing a ‘green revolution’ for Africa: The new donor culture and international agricultural development,"Schurman, Rachel",https://ideas.repec.org/a/eee/wdevel/v112y2018icp180-192.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
490,Revisiting the patriarchal bargain: The intergenerational power dynamics of household money management in rural Nepal,"Gram, Lu & Skordis-Worrall, Jolene & Mannell, Jenevieve & Manandhar, Dharma S. & Saville, Naomi & Morrison, Joanna",https://ideas.repec.org/a/eee/wdevel/v112y2018icp193-204.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
491,Can farmers adapt to higher temperatures? Evidence from India,"Taraz, Vis",https://ideas.repec.org/a/eee/wdevel/v112y2018icp205-219.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
492,Why the poor do not benefit from community-driven development: Lessons from participatory budgeting,"Saguin, Kidjie",https://ideas.repec.org/a/eee/wdevel/v112y2018icp220-232.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
493,"Ex post evaluation of technology diffusion in the African palm oil sector: The Caltech expeller in Cameroon, Benin, and Liberia","Bishop, Catherine P.",https://ideas.repec.org/a/eee/wdevel/v112y2018icp233-243.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
494,Workfare versus transfers in rural India,"Alik-Lagrange, Arthur & Ravallion, Martin",https://ideas.repec.org/a/eee/wdevel/v112y2018icp244-258.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
495,Does contract farming improve welfare? A review,"Bellemare, Marc F. & Bloem, Jeffrey R.",https://ideas.repec.org/a/eee/wdevel/v112y2018icp259-271.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
496,Reforming grants to tackle child poverty: An integrated macro-micro approach,"Tiberti, Luca & Maisonnave, Helene & Chitiga, Margaret & Mabugu, Ramos",https://ideas.repec.org/a/eee/wdevel/v112y2018icp272-281.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
497,The effectiveness of agricultural certification in developing countries: A systematic review,"Oya, Carlos & Schaefer, Florian & Skalidou, Dafni",https://ideas.repec.org/a/eee/wdevel/v112y2018icp282-312.html," 2018, Volume 112, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
498,Natural disasters and human capital: The case of Nepal’s earthquake,"Paudel, Jayash & Ryu, Hanbyul",https://ideas.repec.org/a/eee/wdevel/v111y2018icp1-12.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
499,Is resilience to climate change socially inclusive? Investigating theories of change processes in Myanmar,"Forsyth, Tim",https://ideas.repec.org/a/eee/wdevel/v111y2018icp13-26.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
500,"Democracy’s comparative advantage: Evidence from aggregated trade data, 1962–2010","Yue, Jiahua & Zhou, Shangsi",https://ideas.repec.org/a/eee/wdevel/v111y2018icp27-40.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
501,"Conservative outlook, gender norms and female wellbeing: Evidence from rural Bangladesh","Ahmed, Tanima & Sen, Binayak",https://ideas.repec.org/a/eee/wdevel/v111y2018icp41-58.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
502,The impact of foreign aid on migration revisited,"Lanati, Mauro & Thiele, Rainer",https://ideas.repec.org/a/eee/wdevel/v111y2018icp59-74.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
503,Re-politicizing participation or reframing environmental governance? Beyond indigenous’ prior consultation and citizen participation,"Merino, Roger",https://ideas.repec.org/a/eee/wdevel/v111y2018icp75-83.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
504,Does financial literacy improve financial inclusion? Cross country evidence,"Grohmann, Antonia & Klühs, Theres & Menkhoff, Lukas",https://ideas.repec.org/a/eee/wdevel/v111y2018icp84-96.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
505,Context and measurement: An analysis of the relationship between intrahousehold decision making and autonomy,"Seymour, Greg & Peterman, Amber",https://ideas.repec.org/a/eee/wdevel/v111y2018icp97-112.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
506,Historical legacies of colonial indirect rule: Princely states and Maoist insurgency in central India,"Mukherjee, Shivaji",https://ideas.repec.org/a/eee/wdevel/v111y2018icp113-129.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
507,Land tenure security and investment: Does strength of land right really matter in rural Burkina Faso?,"Bambio, Yiriyibin & Bouayad Agha, Salima",https://ideas.repec.org/a/eee/wdevel/v111y2018icp130-147.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
508,Assessing the global poverty effects of antimicrobial resistance,"Ahmed, Syud Amer & Barış, Enis & Go, Delfin S. & Lofgren, Hans & Osorio-Rodarte, Israel & Thierfelder, Karen",https://ideas.repec.org/a/eee/wdevel/v111y2018icp148-160.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
509,"Hidden human capital: Self-efficacy, aspirations and achievements of adolescent and young women in India","Roy, Sanchari & Morton, Matthew & Bhattacharya, Shrayana",https://ideas.repec.org/a/eee/wdevel/v111y2018icp161-180.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
510,Official debt restructurings and development,"Cheng, Gong & Díaz-Cassou, Javier & Erce, Aitor",https://ideas.repec.org/a/eee/wdevel/v111y2018icp181-195.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
511,"Health insurance, a friend in need? Impacts of formal insurance and crowding out of informal insurance","Geng, Xin & Janssens, Wendy & Kramer, Berber & van der List, Marijn",https://ideas.repec.org/a/eee/wdevel/v111y2018icp196-210.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
512,"“Food prices were high, and the dal became watery”. Mixed-method evidence on household food insecurity and children’s diets in India","Aurino, Elisabetta & Morrow, Virginia",https://ideas.repec.org/a/eee/wdevel/v111y2018icp211-224.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
513,Immigrant networks and remittances: Cheaper together?,"Aparicio Fenoll, Ainhoa & Kuehn, Zoë",https://ideas.repec.org/a/eee/wdevel/v111y2018icp225-245.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
514,Engineering change? The idea of ‘the scheme’ in African irrigation,"Harrison, Elizabeth",https://ideas.repec.org/a/eee/wdevel/v111y2018icp246-255.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
515,"Land tenure, price shocks, and insurgency: Evidence from Peru and Colombia","Guardado, Jenny",https://ideas.repec.org/a/eee/wdevel/v111y2018icp256-269.html," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html,2020-03-09 15:05:41
