,article_name,authors,abstract,ideas_ref_num,ideas_cite_num,handle,doi,url,scrape_time,volume,journal,journal_url
499,Is resilience to climate change socially inclusive? Investigating theories of change processes in Myanmar,"['Forsyth, Tim']","Approaches to resilience to climate change can be socially exclusionary if they do not acknowledge diverse experiences of risks or socio-economic barriers to resilience. This paper contributes to analyses of resilience by studying how theories of change (ToC) processes used by development organizations might lead to social exclusions, and seeking ways to make these more inclusive. Adopting insights from participatory monitoring and evaluation, the paper first presents fieldwork from four villages in Myanmar to compare local experiences of risk and resilience with the ToCs underlying pathways to resilience based on building anticipatory, absorptive, and adaptive capacities. The paper then uses interviews with the development organizations using these pathways to identify how ToC processes might exclude local experiences and causes of risk, and to seek ways to make processes more inclusive. The research finds that development organizations can contribute to shared ToCs for resilience, but adopt tacitly different models of risk that reduce attention to more transformative socio-economic pathways to resilience. Consequently, there is a need to consider how resilience and ToCs can become insufficiently scrutinized boundary objects when they are shared by actors with different models of risk and intervention.",17,3,RePEc:eee:wdevel:v:111:y:2018:i:c:p:13-26,10.1016/j.worlddev.2018.06.023,https://ideas.repec.org/a/eee/wdevel/v111y2018icp13-26.html,2020-03-09 19:38:04," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
500,"Democracy’s comparative advantage: Evidence from aggregated trade data, 1962–2010","['Yue, Jiahua', 'Zhou, Shangsi']","Scholars have long debated the nexus between political institutions and economic outcomes. The thesis of democratic advantage has been under careful scrutiny and empirical evidence is notoriously inconclusive. One topic that has drawn extensive scholarly attention is democratic institutions as a source of comparative advantage in international trade. Using a new data set that covers around 140 countries from 1962 to 2010, we find that on average, democratic countries have the comparative advantage in exporting differentiated products, which reflects lower transaction costs in trade and higher economic complexity. Echoing literature on electoral autocracy, we also make the distinction between different subtypes of authoritarian regimes. Similarly, authoritarian countries with electoral institutions have the comparative advantage in exporting differentiated products relative to other authoritarian countries, though the magnitude is much smaller and inconsistent over time. Our results are robust to a large set of control variables and multiple model specifications. In sum, our paper provides new insights into the relationship between democracy and trade and complements existing literature on the effect of authoritarian institutions on economic development.",47,0,RePEc:eee:wdevel:v:111:y:2018:i:c:p:27-40,10.1016/j.worlddev.2018.06.018,https://ideas.repec.org/a/eee/wdevel/v111y2018icp27-40.html,2020-03-09 19:38:08," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
501,"Conservative outlook, gender norms and female wellbeing: Evidence from rural Bangladesh","['Ahmed, Tanima', 'Sen, Binayak']","Following Identity Theory proposed by Akerlof and Kranton (2000), we conceptualize the interactions between conservative outlook and female wellbeing through influencing gender norms. Conservative households often prefer women to stay home, which correlates to female employment and decision-making autonomy, affecting female physical mobility and female nutrition. Finding a suitable indicator for conservative outlook is difficult as we typically lack household-level ‘value survey’. In the fast modernizing context of rural Bangladesh, wearing burqa (veil) is often perceived as an indicator of socially conservative outlook. Using this insight, we process the data from the second wave of the Bangladesh Integrated Household Survey (BIHS) for 2015 to test the statistically robust association between household-level conservative outlook and gender-sensitive wellbeing indicators such as female employment, body mass index, and decision-making autonomy for the population of ever-married females aged 15–49 years old. After controlling for individual, household, and regional characteristics, and using sub-regional fixed effects, our findings suggest that living in conservative households is associated with lower probability of female employment. Females from conservative households are less likely to be in wage work or salaried jobs. The probability of being overweight is also higher for the females in conservative households as compared to non-conservative households.",9,3,RePEc:eee:wdevel:v:111:y:2018:i:c:p:41-58,10.1016/j.worlddev.2018.06.017,https://ideas.repec.org/a/eee/wdevel/v111y2018icp41-58.html,2020-03-09 19:38:12," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
502,The impact of foreign aid on migration revisited,"['Lanati, Mauro', 'Thiele, Rainer']","While policymakers hope to stem migration flows by giving foreign aid, existing empirical evidence points in the opposite direction: by loosening budget constraints, aid tends to encourage people to emigrate. In this paper, we revisit the aid-migration link using a substantially extended and adjusted econometric approach based on a gravity model of international migration. In contrast to the previous literature, we obtain evidence of a negative relationship between the total aid a country receives and emigration rates. This even holds for the poorer part of recipient countries, which suggests that the budgetary constraint channel does not play a significant role in shaping migration decisions. The most plausible explanation for these contrasting results is that, unlike in previous studies, we use migrant flows rather than migrant stocks as the dependent variable. In substantive terms, the limited importance of the budgetary constraint channel might reflect that positive welfare effects of foreign aid tend to manifest themselves in improved public services for the poor rather than higher incomes, which is in line with the reorientation of foreign aid towards social sectors under the Millennium Development Goals.",33,6,RePEc:eee:wdevel:v:111:y:2018:i:c:p:59-74,10.1016/j.worlddev.2018.06.021,https://ideas.repec.org/a/eee/wdevel/v111y2018icp59-74.html,2020-03-09 19:38:15," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
503,Re-politicizing participation or reframing environmental governance? Beyond indigenous’ prior consultation and citizen participation,"['Merino, Roger']","Recent studies explore how participatory mechanisms such as prior consultation/consent processes and participation in Environmental Impact Assessments (EIAs) might reinforce the mediating role of the state between social groups and companies at the same time that creates political opportunities for promoting social demands. This article problematizes these ideas by deepening the understanding of participatory mechanisms within broader environmental governance structures. The focus of the article is Peru, the first Latin American country that has passed a General Law of prior consultation for indigenous peoples, and currently is struggling to articulate this mechanism to participatory stages in EIAs. From an engagement with the literature on political ecology and development studies, this article explores the limitations of indigenous participation within an environmental governance that prioritize the promotion of investments in extractive industries. In particular, by exploring the challenges and limitations of indigenous decision-making power in new institutions for consultation and EIA participation, the article holds that participatory mechanisms themselves are unable to provide more power of decision to indigenous peoples if policy-makers translate claims for institutional transformation (related to indigenous self-determination and ecological zoning) into merely participatory provisions of specific projects. The result is a paradoxical multiplication of weak participatory channels, making the voices of local communities and indigenous peoples auditable, however, without a real compromise to translate these concerns into public policies beyond participatory processes. This study is a qualitative investigation whose data collection methods included semi-structured interviews, observation and documentary analysis. The author undertook 38 semi-structured interviews in 2016–2017 with key relevant actors (from state offices, indigenous organizations, and civil society organizations) involved in consultation processes and participation in EIAs, and documentary analysis of EIAs, reports, legal regulations and policy instruments.",9,2,RePEc:eee:wdevel:v:111:y:2018:i:c:p:75-83,10.1016/j.worlddev.2018.06.025,https://ideas.repec.org/a/eee/wdevel/v111y2018icp75-83.html,2020-03-09 19:38:19," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
504,Does financial literacy improve financial inclusion? Cross country evidence,"['Grohmann, Antonia', 'Klühs, Theres', 'Menkhoff, Lukas']","While financial inclusion is typically addressed by improving the financial infrastructure, we show that a higher degree of financial literacy also has a clear beneficial effect. We study this effect at the cross-country level, which allows us to consider institutional variation. Regarding “access to finance”, financial infrastructure and financial literacy are mainly substitutes. However, regarding the “use of financial services”, the effect of higher financial literacy strengthens the effect of more financial depth. The causal interpretation of these results is supported by IV-regressions. Moreover, the positive impact of financial literacy holds across income levels and several subgroups within countries.",47,9,RePEc:eee:wdevel:v:111:y:2018:i:c:p:84-96,10.1016/j.worlddev.2018.06.020,https://ideas.repec.org/a/eee/wdevel/v111y2018icp84-96.html,2020-03-09 19:38:23," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
505,Context and measurement: An analysis of the relationship between intrahousehold decision making and autonomy,"['Seymour, Greg', 'Peterman, Amber']","Using data from two culturally distinct locales, Bangladesh and Ghana, we investigate whether men and women who report sole decision making in a particular domain experience stronger (or weaker) feelings of autonomous motivation—measured using the Relative Autonomy Index (RAI)—compared to those who report joint decision making. Used primarily in psychology, the RAI measures the extent to which an individual’s actions are intrinsically or extrinsically motivated, where higher scores indicate greater autonomy. On aggregate, we find differences between men and women, and across countries, in the significance of association between the individual’s level of participation in decision-making and autonomy. In addition, we find heterogeneity in the strength of this association, depending on the domain (e.g., productive versus personal decisions) and whether partners agree on who normally makes decisions. These findings imply that details related to context and measurement matter for understanding individual decision-making power. We argue that all research using information on decision-making should include a careful analysis of men’s and women’s perceptions of decision making within the household, which may be useful for calibrating indicators to suit specific contexts.",39,2,RePEc:eee:wdevel:v:111:y:2018:i:c:p:97-112,10.1016/j.worlddev.2018.06.027,https://ideas.repec.org/a/eee/wdevel/v111y2018icp97-112.html,2020-03-09 19:38:26," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
506,Historical legacies of colonial indirect rule: Princely states and Maoist insurgency in central India,"['Mukherjee, Shivaji']","What are the long term effects of colonial institutions on insurgency? The literature on civil wars has not explored the historical legacies of colonial institutions for insurgency. I address this gap in the literature, by exploiting sub-national variation in the most important internal security threat in the world's largest democracy—the Maoist insurgency in India. Within India, I focus on the crucial case of the Maoist rebels in the tribal state of Chhattisgarh in central India which epitomizes the causal mechanism of indirect rule through native princely states creating enclaves of weak state capacity, low development and tribal grievances due to natural resource exploitation. I test my theory on a new dataset at the sub district level within Chhattisgarh, and use instrumental variable regression to address endogeneity due to selection bias, combined with historical analysis and interview data to demonstrate path dependence. This study demonstrates historical origins of weak state capacity and ethnic grievances due to natural resource exploitation, which are important explanations for civil war onset. It also sets the agenda for further research on other cases where colonial indirect rule creates conditions for insurgency, like the Taliban in FATA in Pakistan, the ethnic insurgencies in Burma's peripheries, and leftist insurgencies in Nepal, Peru and Colombia.",26,0,RePEc:eee:wdevel:v:111:y:2018:i:c:p:113-129,10.1016/j.worlddev.2018.06.013,https://ideas.repec.org/a/eee/wdevel/v111y2018icp113-129.html,2020-03-09 19:38:30," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
507,Land tenure security and investment: Does strength of land right really matter in rural Burkina Faso?,"['Bambio, Yiriyibin', 'Bouayad Agha, Salima']","The causal relationship between land tenure security and agricultural investment plays a crucial role in the process of rural development. Land property rights are key determinants for reducing poverty through agricultural productivity, natural resource management, and socio-economic inequalities. Growing competition for land access increases the sensitivity in land socio-economic stakes and related policies in developing countries. This paper analyzes the impacts of land rights on land-related investment in rural Burkina Faso. We use rural representative panel data and appropriate methods. The Two-Stage Conditional Maximum Likelihood approach is used for dealing with endogeneity, while the Generalized Structural Equation Model allows us to control for random effects. We show that stronger land rights increase land-attached investment, and land investment has positive and negative effect on stronger and weaker land rights, respectively, in rural Burkina Faso. Our study also finds that women and immigrants have less land rights than men and natives, respectively. Our contribution to related literature includes the use of rigorous process of hierarchy in land rights. The close link of the results with land right strength is of great interest for cautious practitioners in land tenure and investment. Moreover, our results imply that a gain of efficiency can be achieved from combining practices in land tenure and investment.",50,0,RePEc:eee:wdevel:v:111:y:2018:i:c:p:130-147,10.1016/j.worlddev.2018.06.026,https://ideas.repec.org/a/eee/wdevel/v111y2018icp130-147.html,2020-03-09 19:38:34," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
508,Assessing the global poverty effects of antimicrobial resistance,"['Ahmed, Syud Amer', 'Barış, Enis', 'Go, Delfin S.', 'Lofgren, Hans', 'Osorio-Rodarte, Israel', 'Thierfelder, Karen']","As a result of antimicrobial resistance (AMR), economies will experience an increase in mortality, reduced productivity for labor and the livestock sector, and increased health care costs. This paper assesses the potential global poverty impacts of AMR using a unique macro-micro framework. To estimate poverty effects of AMR, price, wage, and employment results from a dynamic, multi-country, multi-sector computable general equilibrium CGE model are used in a microsimulation model that integrates household surveys from 104 countries. The analysis in this paper advances other studies of AMR in two ways: (1) it links macro results to a microsimulation model to provide insight on poverty impacts for the world economy and countries of different income levels; and (2) it uses a global multi-sector model, rather than an aggregate global model, to generate macroeconomic results with structural details for capturing the economy-wide impact within countries and the spread across countries via trade flows. Relative to a world without AMR, the progression of antimicrobial resistance is expected to make it more difficult to eliminate extreme poverty, potentially adding 24.1 million people to become extremely poor, of whom 18.7 million live in low-income countries. The expected losses during 2015–50 may sum to $85 trillion in gross domestic product and $23 trillion in global exports (in present value). By 2050, the global gross domestic product could deviate negatively by 3.8 percent from the baseline (in the worst-case scenario considered). Because it is a global public bad, the optimal policy response will require global cooperation. The poverty outcomes induced by AMR in all country groups will deteriorate with short-sighted isolationist policies. Moreover, assistance from high-income countries to improve the economic resiliency of lower-income countries will also benefit the higher-income countries and world economy in general.",22,0,RePEc:eee:wdevel:v:111:y:2018:i:c:p:148-160,10.1016/j.worlddev.2018.06.022,https://ideas.repec.org/a/eee/wdevel/v111y2018icp148-160.html,2020-03-09 19:38:37," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
509,"Hidden human capital: Self-efficacy, aspirations and achievements of adolescent and young women in India","['Roy, Sanchari', 'Morton, Matthew', 'Bhattacharya, Shrayana']","This paper studies the role of non-cognitive skills like self-efficacy in explaining the education and employment aspirations and outcomes of adolescent and young women in Jharkhand, India. We find that self-efficacy is an important correlate of the educational and employment aspirations of these women, and ultimately, of their actual attainments. This suggests that such “hidden” forms of human capital may serve as critical targets for interventions aimed at altering young women’s educational and economic trajectories. We also examine factors that correlate with young women’s level of self-efficacy, and find that an “enabling” and supportive family and community environment appears to be important.",29,1,RePEc:eee:wdevel:v:111:y:2018:i:c:p:161-180,10.1016/j.worlddev.2018.07.002,https://ideas.repec.org/a/eee/wdevel/v111y2018icp161-180.html,2020-03-09 19:38:41," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
510,Official debt restructurings and development,"['Cheng, Gong', 'Díaz-Cassou, Javier', 'Erce, Aitor']","Despite the frequency of official debt restructurings, little systematic evidence has been produced on their characteristics and implications. Using a dataset covering more than 400 Paris Club agreements, this paper fills that gap. It provides a comprehensive description of the evolving characteristics of these operations and studies their impact on debtors. The progressive introduction of new terms of treatment gradually turned the Paris Club from an institution primarily concerned with preserving creditors’ claims into an instrument to foster development in the world’s poorer nations, among other objectives. Our study finds that more generous restructuring conditions involving nominal relief are associated with an acceleration of per capita GDP growth and with a reduction in poverty and inequality. We also find that countries receiving nominal relief tend to receive lower aid flows subsequently, the opposite being the case for countries receiving high reductions in the net present value of their obligations, but no nominal haircuts.",22,3,RePEc:eee:wdevel:v:111:y:2018:i:c:p:181-195,10.1016/j.worlddev.2018.07.003,https://ideas.repec.org/a/eee/wdevel/v111y2018icp181-195.html,2020-03-09 19:38:45," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
511,"Health insurance, a friend in need? Impacts of formal insurance and crowding out of informal insurance","['Geng, Xin', 'Janssens, Wendy', 'Kramer, Berber', 'van der List, Marijn']","Health insurance can improve health-seeking behaviors and protect consumption from health shocks but may also crowd out informal insurance. This paper therefore examines whether impacts of health insurance depend on households’ access to informal insurance, as proxied for by mobile money usage. Based on high-frequency financial diaries data collected in rural Kenya, we find that households with weaker access to informal insurance cope with uninsured health shocks by lowering subsequent non-health expenditures by approximately 25 percent. These same households are able to smooth consumption when health shocks are insured, due to lower out-of-pocket health expenditures. In contrast, households with access to informal insurance are able to smooth consumption even in the absence of formal health insurance. For this latter group, health insurance increases healthcare utilization at formal clinics and does not crowd out gifts and remittances during weeks with health shocks. These findings provide guidance for insurance schemes aiming to target the most vulnerable populations.",36,1,RePEc:eee:wdevel:v:111:y:2018:i:c:p:196-210,10.1016/j.worlddev.2018.07.004,https://ideas.repec.org/a/eee/wdevel/v111y2018icp196-210.html,2020-03-09 19:38:48," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
512,"“Food prices were high, and the dal became watery”. Mixed-method evidence on household food insecurity and children’s diets in India","['Aurino, Elisabetta', 'Morrow, Virginia']",Food insecurity and malnutrition are key policy priorities in India. Evidence on children’s experiences of household food insecurity and how food insecurity influences their dietary quality is limited for India and other low- and middle-income countries. Evidence on mid-childhood and adolescence is even scarcer. We present longitudinal evidence on household food insecurity and child diets by drawing on a mixed methods study with two cohorts of children from Andhra Pradesh and Telangana (India).,37,0,RePEc:eee:wdevel:v:111:y:2018:i:c:p:211-224,10.1016/j.worlddev.2018.07.009,https://ideas.repec.org/a/eee/wdevel/v111y2018icp211-224.html,2020-03-09 19:38:52," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
513,Immigrant networks and remittances: Cheaper together?,"['Aparicio Fenoll, Ainhoa', 'Kuehn, Zoë']","We estimate the causal effects of immigrant networks on individuals’ remittance sending behavior for migrants from many different countries residing in Spain. Our methodology addresses typical issues that arise when estimating network effects: reverse causality, common unobserved factors, and self-selection. In particular, we instrument the size of networks by predicting the number of migrants in each location using the location’s accessibility by distinct methods of transportation and information about how migrants from each country initially arrived in Spain. Our findings show that immigrants from above-average remitting countries remit more if they live in larger networks. For a subset of countries that receive large remittance flows from Spain, we show that migrants in larger networks are less likely to use most expensive remittance channels, and that cost spreads between the most expensive and cheapest remittance service provider are lower for countries characterized by stronger networks. Our results suggest that network effects could boost policy efforts to lower remittance prices.",29,0,RePEc:eee:wdevel:v:111:y:2018:i:c:p:225-245,10.1016/j.worlddev.2018.07.008,https://ideas.repec.org/a/eee/wdevel/v111y2018icp225-245.html,2020-03-09 19:38:56," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
514,Engineering change? The idea of ‘the scheme’ in African irrigation,"['Harrison, Elizabeth']","Despite a growing recognition of the significance of farmer-led irrigation, externally engineered and induced schemes remain a popular model for irrigation development in sub-Saharan Africa. These have had a mixed record, and many have been widely critiqued. Nonetheless, schemes that were initiated under colonialism have been rehabilitated and new schemes are still being developed. This paper interrogates the continuing attraction of this model for irrigation, asking how and why it persists. Is the fact that engineering is so central to irrigation schemes another example of ‘high modernism’, as Scott might argue? Analysis of the history and current policy-making context of a new irrigation scheme in Malawi suggests a picture that is more complex, in which practical engineering considerations combine with narratives of modernisation and political imperatives to create momentum and lock-in. Understanding this, and why lessons from the past inadequately shape future-directed planning requires interrogation of the positionality of those involved, including state, donors and private sector actors and the political, economic and discursive fields in which they operate.",11,1,RePEc:eee:wdevel:v:111:y:2018:i:c:p:246-255,10.1016/j.worlddev.2018.06.028,https://ideas.repec.org/a/eee/wdevel/v111y2018icp246-255.html,2020-03-09 19:39:00," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
515,"Land tenure, price shocks, and insurgency: Evidence from Peru and Colombia","['Guardado, Jenny']","The paper examines how property arrangements – a key determinant of rural income – influence armed conflict in the presence of commodity price shocks. Using detailed data on district level land tenure, crop produce, and conflict intensity in Peru and Colombia, estimates show that exogenous negative price shocks increase the intensity of conflict in districts with a greater presence of individual ownership, relative to other types of land tenure. The finding is consistent with small landowners in the export sector experiencing a sharper downturn in labor market outcomes thus reducing the opportunity cost of participating in insurgent groups.",27,1,RePEc:eee:wdevel:v:111:y:2018:i:c:p:256-269,10.1016/j.worlddev.2018.07.006,https://ideas.repec.org/a/eee/wdevel/v111y2018icp256-269.html,2020-03-09 19:39:03," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
516,The enduring influence of institutions on universal health coverage: An empirical investigation of 62 former colonies,"['Miller, Michael', 'Toffolutti, Veronica', 'Reeves, Aaron']","In this paper, we argue that particular institutional arrangements partly explain the large and persistent differences in health systems and health outcomes observed in former colonies. Drawing on data from the World Health Organization for 62 countries, covering the period 2000–2014, we explore whether economic (risk of expropriation) and health (complete cause of death registries) institutions explain mortality rates and access to healthcare. To identify this relationship, we use settler mortality and the distance of the capital from the nearest major port – factors associated with institutional arrangements – to explain cross-national variation in health outcomes and the universality of health systems. We find that inclusive institutions arrangements – that protect and acknowledge the rights of citizens – are associated with better health outcomes (e.g. lower infant mortality and lower maternal mortality) as well as with better health systems (e.g. more skilled birth attendance and greater immunization). Inclusive institutions not only foster economic growth but improve health and well-being too.",34,1,RePEc:eee:wdevel:v:111:y:2018:i:c:p:270-287,10.1016/j.worlddev.2018.07.010,https://ideas.repec.org/a/eee/wdevel/v111y2018icp270-287.html,2020-03-09 19:39:07," 2018, Volume 111, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
517,A decomposition method on employment and wage discrimination and its application in urban China (2002–2013),"['Chen, Yiu Por (Vincent)', 'Zhang, Yuan']","Labor market discrimination is an important issue in developing countries where path-dependent institutions have been dominant, while effective institutional arrangements and policies have been hidden by local customs and culture. However, the existing applications of classical Blinder-Oaxaca decomposition face criticism for their imprecise understanding of the factors affecting institutional discrimination in labor markets, as well as for their lack of power in formulating well-targeted anti-discrimination policies. Following Oaxaca (1973), we propose a new method to decompose the total discrimination index (TDI) to analyze employment and wage discrimination in the labor markets of developing countries. The TDI is decomposed into the employment discrimination index (EDI) and the wage discrimination index (WDI), then into the underpayment index to majorities (UPI) and the overpayment index to minorities (OPI). We apply this method to the institutional discrimination against rural migrants in China’s urban areas. Using national representative data from 2002 to 2013, we have found that, 1) the TDI increased quickly after China entered the WTO, then dropped after anti-discrimination policies were implemented. 2) The TDI is mainly determined by the UPI, while the TDI’s fluctuation is mainly determined by the WDI. Our method provides insights into the changing composition of employment and wage discrimination and their respective labor market outcomes in developing countries. As a result, appropriate policy measures may be developed accordingly.",65,0,RePEc:eee:wdevel:v:110:y:2018:i:c:p:1-12,10.1016/j.worlddev.2018.05.012,https://ideas.repec.org/a/eee/wdevel/v110y2018icp1-12.html,2020-03-09 19:39:11," 2018, Volume 110, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
518,Corruption and averting AIDS deaths,"['Friedman, Willa']","This paper looks at the impact of corruption on the effectiveness of antiretroviral drugs in preventing AIDS deaths and the potential channels that generate this relationship. This is based on a unique panel dataset of countries in sub-Saharan Africa, which combines information on all imported antiretroviral drugs (ARVs) from the World Health Organization’s Global Price Reporting Mechanism, with measures of corruption, estimates of the HIV prevalence, and the number of AIDS deaths in each year and in each country. Countries with higher levels of corruption experience a significantly smaller drop in AIDS deaths as a result of the same quantity of ARVs imported. This is robust to different measures of corruption and to a measure of overall death rates as well as HIV-specific death rates as the outcome. A case-study analysis of the Kenyan experience illustrates one potential mechanism for the observed effect, demonstrating that disproportionately more clinics begin distributing ARVs in areas that are predominantly represented by the new leader’s ethnic group.",39,0,RePEc:eee:wdevel:v:110:y:2018:i:c:p:13-25,10.1016/j.worlddev.2018.05.015,https://ideas.repec.org/a/eee/wdevel/v110y2018icp13-25.html,2020-03-09 19:39:14," 2018, Volume 110, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
519,"Upgrading for whom? Relationship coffee, value chain interventions and rural development in Indonesia","['Vicol, Mark', 'Neilson, Jeffrey', 'Hartatri, Diany Faila Sophia', 'Cooper, Peter']","Value chain upgrading interventions have emerged in recent years as a dominant approach to rural development. In coffee value chains, upgrading opportunities are presented by the growth in consumption of specialty coffees, which are associated with direct engagement with producer communities by roasting firms, along with an apparent increased commitment to social responsibility. Known in the industry as “relationship coffee”, such interventions align with a value chain approach to development and are promoted as offering upgrading opportunities for otherwise marginalized rural communities. In this article, we critique the dominant development discourse of relationship coffee in Indonesia via three case studies of livelihoods and local agrarian dynamics across three coffee-growing communities on the islands of Sulawesi, Bali and Java. We find that the relationship coffee model does present opportunities for producer upgrading. However, these benefits have been subsequently captured by key individuals within the producer community who are able to accumulate wealth and consolidate their social position. As it is currently implemented in Indonesia, the relationship coffee model has reproduced local patterns of inequality rather than contributing to poverty alleviation efforts. These insights suggest the urgent need to develop a critical political economy of upgrading in the global value chain and rural development literature.",31,2,RePEc:eee:wdevel:v:110:y:2018:i:c:p:26-37,10.1016/j.worlddev.2018.05.020,https://ideas.repec.org/a/eee/wdevel/v110y2018icp26-37.html,2020-03-09 19:39:18," 2018, Volume 110, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
520,"The impact of foreign remittances on poverty in Nepal: A panel study of household survey data, 1996–2011","['Wagle, Udaya R.', 'Devkota, Satis']","Using data from the longitudinal panel surveys of 1996, 2004, and 2011, this paper examines the dynamics of foreign remittances and their impact on poverty in Nepal. The intent is to explore how foreign remittances have evolved and impacted poverty and economic well-being of households. Focusing on a consistent set of households across the three survey rounds in a balanced panel format helps examine the effect of foreign remittances with appropriate controls. Results from methodologically consistent, random-effects regressions that correct for potential attrition and heterogeneity bias support significant poverty-reducing and, more accurately, economic well-being-enhancing effects of foreign remittances especially when originating in countries other than India. This and other findings are valuable to the assessment of policies on utilizing foreign labor migration and remittances as a vehicle to reduce poverty in Nepal.",18,4,RePEc:eee:wdevel:v:110:y:2018:i:c:p:38-50,10.1016/j.worlddev.2018.05.019,https://ideas.repec.org/a/eee/wdevel/v110y2018icp38-50.html,2020-03-09 19:39:22," 2018, Volume 110, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
521,Real exchange rate policies for economic development,"['Guzman, Martin', 'Ocampo, Jose Antonio', 'Stiglitz, Joseph E.']",This paper analyzes the role of real exchange rate (RER) policies in promoting economic development. Markets provide a suboptimal amount of investment in sectors characterized by learning spillovers. We show that a stable and competitive RER policy may correct for this externality and other related market failures. The resulting development of these sectors leads to overall faster economic growth. A system of effectively multiple exchange rates is required when spillovers across different tradable sectors differ. The impact of RER policies is increased when they are complemented by traditional industrial policies that increase the elasticity of the aggregate supply to the RER. Among the instruments required to implement a stable and competitive RER are interventions in the foreign exchange market and regulation of capital flows. We also discuss the trade-offs associated with alternative stable and competitive RER policies and the relationship between the use of exchange rate policies for macro-stability and for development.,68,18,RePEc:eee:wdevel:v:110:y:2018:i:c:p:51-62,10.1016/j.worlddev.2018.05.017,https://ideas.repec.org/a/eee/wdevel/v110y2018icp51-62.html,2020-03-09 19:39:26," 2018, Volume 110, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
522,The distributional effect of investment in early childhood nutrition: A panel quantile approach,"['Asfaw, Abraham Abebe']","This article examines the distributional effects of early nutritional investments on child health outcomes. Depending on the difference between a child’s actual and potential health status, the effects of investment in early childhood nutrition can differ across child health status distributions. To establish a causal inference, I merge village-level rainfall data with a child-level longitudinal survey—the Ethiopian Rural Household Survey—and apply a Correlated Random Effect quantile regression for panel data model. The findings suggest that a standard deviation increase in a village-level precipitation z-score has heterogeneous effects across the weight-for-height and weight-for-age z-score distributions and gender. The positive effects are more pronounced at the lower end of health status distributions and on girls. To the extent that the increase in a village-level precipitation z-score increases investment in child nutrition, its stronger effect on girls and at the lower end of the health status distribution implies that policy interventions that aim to promote nutritional investment reduces the health inequality gap across health status and gender.",25,0,RePEc:eee:wdevel:v:110:y:2018:i:c:p:63-74,10.1016/j.worlddev.2018.05.018,https://ideas.repec.org/a/eee/wdevel/v110y2018icp63-74.html,2020-03-09 19:39:29," 2018, Volume 110, Issue C","World Development, Elsevier",https://ideas.repec.org/s/eee/wdevel.html
